Country Name,Country Code,Year,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population)_scaled,Population growth (annual %)_scaled,People using safely managed sanitation services (% of population)_scaled,Access to electricity (% of population)_scaled,People using at least basic drinking water services (% of population)_scaled,Population living in slums (% of urban population)_scaled,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)_scaled",GDP growth (annual %)_scaled,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)_scaled,"Population, total_scaled","Life expectancy at birth, total (years)_scaled",GDP per capita (current US$)_scaled
"Somalia, Fed. Rep.",SOM,2015,,0.44774375073894973,0.2711873815907,0.5080645161290323,0.36927817756247633,,0.1700787642894357,0.4454313153953433,-1.2964199674039134,-0.14653118843689297,-1.8020790313080097,-1.5968533842200852
Suriname,SUR,2015,,0.37625108029410964,0.268332154488894,0.9495967741935484,0.9477075172853502,,0.49756351711667524,0.35005130013514907,0.4997830421082891,-0.24781058954106072,-0.037311410979291804,0.28810500473729445
Dominican Republic,DOM,2002,0.09483667017913593,0.3889789649352493,0.5228934272665829,0.8961693548387097,0.8946803248822859,0.27846206193946166,0.5283183670967543,0.40435373748934256,-0.057946522690470764,-0.18447441229706943,-0.02001757574687823,-0.37918369959154113
Honduras,HND,2009,0.19072708113804004,0.4097600700596589,0.482650921525445,0.78125,0.8780314708151531,,0.5779521284746697,0.3567976642135201,-0.6184826070308714,-0.1895465702679316,-0.12196018343268399,-0.7221978314781043
Turks and Caicos Islands,TCA,2024,,0.3655343988108504,,,,,,0.41226118668076883,,-0.25190831509568035,,1.2033238760325502
Cambodia,KHM,2001,,0.39078919821281827,0.05778906261877,0.08770161290322581,0.42950211880928285,,0.878589598210181,0.4243107335197038,-1.1874135897792804,-0.15532622134197102,-1.1875790043983705,-1.7909307074666845
Algeria,DZA,2004,,0.3857909136604504,0.601799851668979,0.9858870967741935,0.887862721409733,,0.3126666462349442,0.40444651288989303,0.11361313932196461,-0.0023978128139146323,0.18671202041953877,-0.4326161121518883
Dominican Republic,DOM,2000,0.0874604847207587,0.3925675497214204,0.5248764147360719,0.8870967741935484,0.8867709237437291,0.3021412374265875,0.54281467406295,0.4054894923557569,-0.10973096600864751,-0.1865270964080037,-0.06029400780131475,-0.42938031671216337
Isle of Man,IMN,2017,,0.34872583777583865,0.848214285714286,1.0,0.9901834743902864,,,0.39302006076269375,,-0.25162440302595784,1.0935006178033233,1.7089763693098101
Turks and Caicos Islands,TCA,2012,,0.46663709170405676,,0.9304435483870968,,,,0.3551827425012408,-0.2563865506145084,-0.25201865131784584,0.6910776229543332,0.8841316243317506
Indonesia,IDN,2014,0.27081138040042146,0.37910308378461594,,0.969758064516129,0.8506836967707201,0.23592126472759511,0.6670906249042261,0.40792941295004864,-0.20097331191745593,1.7302140970074442,-0.18237483151433795,-0.3061867649341789
